comment,likes,replies,date,timestamp,seconds,clean_comment,weight,label,confidence,sentiment_score,segment
2:19:24  Louder With Crowder has a YouTube Banned episode on FAKE ADDRESSES committing ELECTION FRAUD,0,0,03/14/2024,2:19:24,8364,louder with crowder has a youtube banned episode on fake addresses committing election fraud,0,negative,0.63,-1,278
"2:02:00 ""We learn more and more and more we know less and less and less."" Hitch",0,0,03/14/2024,2:02:00,7320,"""we learn more and more and more we know less and less and less."" hitch",0,neutral,0.76,0,244
"@01:10:58 ""Be the Winnabego Man 🤔""
People can piss you off. How does your government make you feel 🫠?¿?",0,0,03/14/2024,01:10:58,4258,"@ ""be the winnabego man 🤔"" people can piss you off. how does your government make you feel 🫠?¿?",0,negative,0.92,-1,141
"2:55:40 WISDOM ,PURE!RIGHT THERE",0,0,03/14/2024,2:55:40,10540,"wisdom ,pure!right there",0,positive,0.94,1,351
"1:25:20 Zelensky was scared s..tless when the Russians approached, but after Putin, thought Israeli prime-minister at that time (Naftali Bennett) promised not to kill Zelensky, he made that ""bold"" statement that he was staying in Kiev. That's a well-known story, told by Bennett himself.",0,0,03/17/2024,1:25:20,5120,"zelensky was scared s..tless when the russians approached, but after putin, thought israeli prime-minister at that time (naftali bennett) promised not to kill zelensky, he made that ""bold"" statement that he was staying in kiev. that's a well-known story, told by bennett himself.",0,neutral,0.8,0,170
"The Nazi regime moved into via paper clip over 2k intonthe west , in many departments in the USA . 
AS IN SOUTH AMERICA . SOME OF THE  THREE LETTER DPS. 
LOOK FEEPER . BUT BE CARFUL 1:21:17",0,0,03/17/2024,1:21:17,4877,"the nazi regime moved into via paper clip over 2k intonthe west , in many departments in the usa . as in south america . some of the three letter dps. look feeper . but be carful",0,negative,0.5,-1,162
"@22:25 FYI Lex Friedman is 41, only 13 years younger then Tuck... IMHO",0,0,03/02/2024,22:25,1345,"@ fyi lex friedman is 41, only 13 years younger then tuck... imho",0,neutral,0.78,0,44
20:00 Tucker Carlson has some of his very good friends in prison ???     Do tell.,0,0,03/02/2024,20:00,1200,tucker carlson has some of his very good friends in prison ??? do tell.,0,negative,0.5,-1,40
"2:44:34 Tucker said waifu, lol he is secretly a weeb.",0,0,03/02/2024,2:44:34,9874,"tucker said waifu, lol he is secretly a weeb.",0,negative,0.75,-1,329
2:54:16 I can’t agree with this enough. I’m 22 and I stumbled into having kids if you catch my drift. I had my first child when I was 19 and my second child was born last month. It was the best thing that ever happened to me.,0,0,03/02/2024,2:54:16,10456,i can’t agree with this enough. i’m 22 and i stumbled into having kids if you catch my drift. i had my first child when i was 19 and my second child was born last month. it was the best thing that ever happened to me.,0,positive,0.98,1,348
2:07:16 China builds beautiful modern buildings,0,0,03/02/2024,2:07:16,7636,china builds beautiful modern buildings,0,positive,0.97,1,254
1:51:13  Hmm so they reached out to you not the other way around.,0,0,03/03/2024,1:51:13,6673,hmm so they reached out to you not the other way around.,0,neutral,0.91,0,222
"2:22:22
democracy is a joke, no matter about Brandon
everywhere",0,0,03/03/2024,2:22:22,8542,"democracy is a joke, no matter about brandon everywhere",0,negative,0.91,-1,284
his take at 2:54:00 is probably the most important thing he says here,0,0,03/03/2024,2:54:00,10440,his take at is probably the most important thing he says here,0,positive,0.67,1,348
"4:05 ( Hunt for Red October) ""Russians don't take a dump without a Plan""",0,0,03/03/2024,4:05,245,"( hunt for red october) ""russians don't take a dump without a plan""",0,neutral,0.74,0,8
18:32. Your emotion means nothing. It is not yours to ask. Being offended from a person who lacks the inner knowledge of the atrocities and knowledge the opposing captures have or have done are meaningless. You can't hold offense for someone you do not know.,0,0,03/04/2024,18:32,1112,. your emotion means nothing. it is not yours to ask. being offended from a person who lacks the inner knowledge of the atrocities and knowledge the opposing captures have or have done are meaningless. you can't hold offense for someone you do not know.,0,negative,0.83,-1,37
16:56. Putting knows he has committed wrongs to make this thing occur. He wants you to rough up his decisions that are on the evil side of decision making with a nuanced view of a person like you. After all there is not a massive table between you. He likes your open mindedness. Like any true christian,0,0,03/04/2024,16:56,1016,. putting knows he has committed wrongs to make this thing occur. he wants you to rough up his decisions that are on the evil side of decision making with a nuanced view of a person like you. after all there is not a massive table between you. he likes your open mindedness. like any true christian,0,negative,0.52,-1,33
I liked that resource is referenced at time of speech... very nice... 11:46,0,0,03/04/2024,11:46,706,i liked that resource is referenced at time of speech... very nice...,0,positive,0.97,1,23
One time my phone was acting weird so I had my friend come over turned my phone off had him call my phone it ringed a couple times somebody picked up and we could hear them breathing heavily on the other end 😂😳 wiped it and got a new one after that. 35:24,0,0,03/03/2024,35:24,2124,one time my phone was acting weird so i had my friend come over turned my phone off had him call my phone it ringed a couple times somebody picked up and we could hear them breathing heavily on the other end 😂😳 wiped it and got a new one after that.,0,neutral,0.54,0,70
"57:02 reveals a lot about Tucker's privilege and wealth... He just suggest people just FLY to a place they find interesting.  In his mind there are literally NO OBSTACLES to international travel, beyond perhaps SOME MONEY - and he's never EVER incurred an overdraft fee.  Must be so nice and FREE to be able to literally do whatever you want.",0,0,03/03/2024,57:02,3422,"reveals a lot about tucker's privilege and wealth... he just suggest people just fly to a place they find interesting. in his mind there are literally no obstacles to international travel, beyond perhaps some money - and he's never ever incurred an overdraft fee. must be so nice and free to be able to literally do whatever you want.",0,neutral,0.57,0,114
why do other countries that have technology don't do drugs as much as USA? I think he is ignorant at 2:06:01,0,0,03/03/2024,2:06:01,7561,why do other countries that have technology don't do drugs as much as usa? i think he is ignorant at,0,negative,0.78,-1,252
4:30 seconds in and I just know Vladimir Putin is a huge fan of Tucker Carlson. I know so many people that would be the same way.,0,0,03/03/2024,4:30,270,seconds in and i just know vladimir putin is a huge fan of tucker carlson. i know so many people that would be the same way.,0,positive,0.57,1,9
Carlson might want to meditate on his own remarks at 2:32 to 2:34 regarding the dangers to one’s own political structures by intelligence agencies.  He needs to ask himself who controls the institutions of government and not attack governance as such.  Government is as good as the people in it. Period.,0,0,03/02/2024,2:32,152,carlson might want to meditate on his own remarks at to regarding the dangers to one’s own political structures by intelligence agencies. he needs to ask himself who controls the institutions of government and not attack governance as such. government is as good as the people in it. period.,0,neutral,0.73,0,5
"2:02:34
How can Lex say that ignorance is decreasing when you actually have a large percentage of the US population saying that ""men can become women; women can become men; they can't define what a woman is?""

If anything, the ignorance hasn't decreased, but it's been shifted towards a much more fundamental layer of knowledge that then warps the rest of someone's world view...",0,0,03/02/2024,2:02:34,7354,"how can lex say that ignorance is decreasing when you actually have a large percentage of the us population saying that ""men can become women; women can become men; they can't define what a woman is?"" if anything, the ignorance hasn't decreased, but it's been shifted towards a much more fundamental layer of knowledge that then warps the rest of someone's world view...",0,negative,0.61,-1,245
